session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Nationality,Sex,Student Status
5e4edebc551f7532a9fbcdf5,5dd42e7f35cf744223c60d1b,RETURNED,2020-02-20 19:32:14.828000,,2413979.264692,42,128,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e4edec17e9dfa3339c60328,5de55783e520274db68ca01c,TIMED-OUT,2020-02-20 19:36:53.004000,,2413701.088753,32,139,0,100,,,Israel,United States,Part-Time,English,"English, French, Hebrew, Spanish",United States,Male,No
5e4edfbeb6769233657f74ba,5cf11692db627b001af86a0f,APPROVED,2020-02-20 19:36:30.245000,2020-02-20 20:38:32.892000,3722.647,22,112,0,100,2020-02-21 09:24:26.961000,228C6F99,Netherlands,Netherlands,Full-Time,Dutch,Spanish,Netherlands,Female,Yes
5e4edfbe83dc30320322ae11,5c5da3b159ec1d0001fe5606,RETURNED,2020-02-20 19:36:30.633000,,2413723.529474,28,266,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e4ee07b58fb7332569d5149,5dac6c101c1da300147b5d92,APPROVED,2020-02-20 19:39:39.639000,2020-02-20 20:55:09.471000,4529.832,19,45,0,100,2020-02-21 09:24:26.983000,228C6F99,Poland,Poland,Due to start a new job within the next month,Polish,"Polish, English",Poland,Male,Yes
5e4ee101056b9c336ab3f61e,5c636850bad3560001c2749e,APPROVED,2020-02-20 19:41:53.923000,2020-02-20 20:54:24.727000,4350.804,34,136,2,100,2020-02-21 09:24:27.189000,228C6F99,Estonia,Estonia,Full-Time,Estonian,Estonian,Estonia,Male,No
5e4ee4410dbac1000db6476a,5de00d05988d7c0877eaa15a,APPROVED,2020-02-20 19:55:45.923000,2020-02-20 21:10:13.455000,4467.532,24,41,0,100,2020-02-21 09:24:27.390000,228C6F99,Hungary,Hungary,Unemployed (and job seeking),Hungarian,"English, Hungarian",Hungary,Male,No
5e4ee58c6c3878000b725817,5d70ec2138ac7e00012f817b,APPROVED,2020-02-20 20:01:16.895000,2020-02-20 21:35:25.801000,5648.906,21,98,0,100,2020-02-21 09:24:28.291000,228C6F99,Portugal,Portugal,Other,Portuguese,"Portuguese, English",Portugal,Male,Yes
5e4efa58946d0d33db518bac,5dc2fb9b09207920bc5125af,RETURNED,2020-02-20 21:30:00.522000,,2406913.741246,30,60,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e4efde67e9dfa3521474c9f,5c10e5c5753adc0001590f2c,APPROVED,2020-02-20 21:48:28.186000,2020-02-20 23:26:03.873000,5855.687,29,210,0,100,2020-02-21 09:24:29.045000,228C6F99,United States,Poland,Full-Time,Polish,"Polish, English, French",Poland,Female,Yes
5e4f0247228f8735e5582b5b,5d9b1ce89d4ead001599ba7e,APPROVED,2020-02-20 22:04:04.956000,2020-02-20 23:08:15.635000,3850.679,24,41,1,99,2020-02-21 09:24:30.068000,228C6F99,Greece,Greece,Part-Time,Greek,"Greek, English",Greece,Male,Yes
5e5f57a5af84e828913564ec,5d41aa9ec61bc300012c73f6,RETURNED,2020-03-04 07:25:51.124000,,1334363.201572,34,319,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57a531cf80284f1b161b,5d97c29a26df700016921bd8,APPROVED,2020-03-04 07:24:54.185000,2020-03-04 08:05:07.141000,2412.956,25,128,1,100,2020-03-19 10:02:35.084000,22D2E5F5,United Kingdom,United Kingdom,Due to start a new job within the next month,English,English,United Kingdom,Male,No
5e5f57a66d9cc32936579448,5dc57803c19a5c3e7ae8f683,APPROVED,2020-03-04 07:24:22.629000,2020-03-04 09:18:15.704000,6833.075,30,41,0,100,2020-03-19 12:16:48.560000,22D2E5F5,Portugal,Poland,Full-Time,Portuguese,"Portuguese, English",Portugal,Male,No
5e5f57aa364ee427d5b8ea41,5d45f6d7da637a00014b9e30,APPROVED,2020-03-04 07:24:26.827000,2020-03-04 08:20:27.135000,3360.308,37,196,0,100,2020-03-19 10:02:52.538000,22D2E5F5,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,Yes
5e5f57abde3ec62889afca84,5d7e5acba9f189001b5f3590,RETURNED,2020-03-04 07:32:45.356000,,1333949.050378,44,110,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57b014db1a283b3938d0,5e1103e212e922000bc4bdf9,RETURNED,2020-03-04 07:26:47.352000,,1334307.054484,25,40,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57b6fb4665292f78d360,59764c436721f50001225ca1,RETURNED,2020-03-04 07:34:38.715000,,1333835.691552,34,400,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57b6700d422889117736,5a9bb11435237b0001129a35,APPROVED,2020-03-04 07:24:38.835000,2020-03-04 08:07:01.475000,2542.64,20,137,0,100,2020-03-19 10:02:52.963000,NOCODE,Poland,Poland,Unemployed (and job seeking),Polish,"English, Polish",Poland,Male,Yes
5e5f57b8d196fd2827d074f6,5d53fd59f6d6da00011209c0,APPROVED,2020-03-04 07:24:40.091000,2020-03-04 08:19:44.547000,3304.456,21,123,1,100,2020-03-19 10:02:53.151000,22D2E5F5,Australia,Australia,Unemployed (and job seeking),English,English,Australia,Male,Yes
5e5f57b849f9e928934fa9e8,5d41251e79dcfd0001e1c3e1,RETURNED,2020-03-04 07:24:40.179000,,1334434.277095,26,77,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57ba6ef5162873b3147e,5ddff33bb28cf706c57b4c88,APPROVED,2020-03-04 07:24:42.520000,2020-03-04 08:27:12.106000,3749.586,25,128,0,100,2020-03-19 10:02:53.285000,22D2E5F5,United States,United States,Part-Time,English,English,United States,Male,No
5e5f57ba6be99b282b440d14,5c780b32f2fe9400169291fb,RETURNED,2020-03-04 07:28:32.181000,,1334202.312046,43,200,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57bc6d9cc32936579449,5c612e1a6467ac0001b8122d,APPROVED,2020-03-04 07:24:53.857000,2020-03-04 08:40:19.081000,4525.224,33,177,0,100,2020-03-19 10:02:53.442000,22D2E5F5,Italy,Italy,Full-Time,Italian,English,Italy,Male,No
5e5f57bc3a161d2906d01463,5e0f443e8205266652153f5e,APPROVED,2020-03-04 07:24:44.779000,2020-03-04 08:39:42.762000,4497.983,25,118,0,100,2020-03-19 10:02:53.525000,22D2E5F5,United States,United States,Unemployed (and job seeking),Spanish,"English, Spanish",United States,Female,No
5e5f57bef5bf52290e52f9f9,5c607b7a9cf8fb000199e489,RETURNED,2020-03-04 07:35:00.042000,,1333814.508826,45,407,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57bf098943296a6e0d7a,5e01e04619232dd8e9592c2b,RETURNED,2020-03-04 07:24:58.369000,,1334416.181952,51,60,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57bf8c6a0e280e15ed7f,5ccff7a28c978d00177c5a71,RETURNED,2020-03-04 07:30:23.531000,,1334091.020012,34,85,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57c10782a2288d7251bd,5d0f89123382180001624f48,APPROVED,2020-03-04 07:29:15.070000,2020-03-04 08:34:23.493000,3908.423,27,181,3,99,2020-03-19 10:02:53.665000,22D2E5F5,Germany,Germany,Full-Time,German,"English, German, Spanish",Germany,Female,No
5e5f57c52c72aa28536b57cc,5c7c0b2706b11700170dbdbb,RETURNED,2020-03-04 07:24:53.609000,,1334420.968385,21,228,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57c76e31c82887288041,5dceee67848b0f0408df21b3,APPROVED,2020-03-04 07:25:00.618000,2020-03-04 08:13:21.481000,2900.863,38,80,0,100,2020-03-19 10:02:53.857000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5e5f57c8ec44c528e0ed20e2,5a0aa564074b190001251bdd,RETURNED,2020-03-04 07:29:57.855000,,1334116.746982,21,38,2,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57c903a47228a09e9d69,5aea962d0ef2f20001858c9c,RETURNED,2020-03-04 07:27:55.756000,,1334238.846059,36,835,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57c93d604728a85b655a,5e311dd7a390be11ebfc23c3,APPROVED,2020-03-04 07:24:57.417000,2020-03-04 08:33:54.077000,4136.66,18,60,1,100,2020-03-19 10:02:53.999000,22D2E5F5,United States,United States,Other,English,English,United States,Male,Yes
5e5f57ca752947290ac8a3fb,5d973069cb19b600164e2195,APPROVED,2020-03-04 07:26:37.940000,2020-03-04 08:56:43.126000,5405.186,25,58,0,100,2020-03-19 10:02:54.225000,22D2E5F5,Italy,Italy,Other,Italian,"English, Italian",Italy,Male,Yes
5e5f57ce37be5e2919fb569b,5dcc72630a493f9157f2604f,RETURNED,2020-03-04 07:26:53.515000,,1334301.158742,33,93,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57ceac963c2922e5fe94,594ec90eca6e670001b2c184,RETURNED,2020-03-04 07:35:02.189000,,1333812.484822,26,505,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57d15e8b33285f107176,5e372f7ee63d3c000b152fc2,APPROVED,2020-03-04 07:25:05.381000,2020-03-04 08:16:41.629000,3096.248,30,43,1,99,2020-03-19 10:02:54.718000,22D2E5F5,United States,United States,Part-Time,Spanish,"English, Spanish",United States,Female,No
5e5f57d1e9e2ca280c1dd609,5b731044b9daa700013fb269,RETURNED,2020-03-04 07:25:10.052000,,1334404.646088,56,485,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57d278dda22908cc85c3,5e4036884f7c1926cb33f292,RETURNED,2020-03-04 07:26:10.390000,,1334344.308163,19,27,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f57d77593e928b4bbfe98,5c122026e6eb4e0001b2ec82,APPROVED,2020-03-04 07:25:11.841000,2020-03-04 08:23:28.706000,3496.865,40,123,0,100,2020-03-19 10:02:54.992000,22D2E5F5,Australia,Australia,Part-Time,English,English,Australia,Female,No
5e5f57d8963541283f269c69,5dd03f197aa0d6126d0a0bf2,APPROVED,2020-03-04 07:32:37.557000,2020-03-04 09:00:51.704000,5294.147,36,19,0,100,2020-03-19 10:02:55.184000,22D2E5F5,Poland,,Full-Time,Polish,"English, Polish",Poland,Male,No
5e5f57de36be9c2896592e8f,5a8ad2082a842c0001fce0f2,APPROVED,2020-03-04 07:25:38.262000,2020-03-04 08:29:18.805000,3820.543,23,541,5,100,2020-03-19 10:02:55.379000,22D2E5F5,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5e5f582f2fa0a6297fbc186d,5987030cfd8cca00015cbc26,RETURNED,2020-03-04 07:26:44.464000,,1334310.309397,55,776,6,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f588e965c8527b452d66a,5d1dc2f9bc2b1d001a2415a5,APPROVED,2020-03-04 07:29:46.923000,2020-03-04 08:56:43.503000,5216.58,27,155,1,100,2020-03-19 10:02:55.695000,22D2E5F5,Italy,Italy,Other,English,"Italian, English",United Kingdom,Male,No
5e5f589eff80ec293ab233c7,5badcd276322c5000157c196,APPROVED,2020-03-04 07:28:30.412000,2020-03-04 08:10:04.826000,2494.414,24,340,3,100,2020-03-19 10:02:56.253000,22D2E5F5,United States,United States,Full-Time,English,English,United States,Female,No
5e5f5a0e965c8527b452d66c,5d906ba6b22d2a001de2a657,TIMED-OUT,2020-03-04 07:35:14.324000,,1333800.50136,32,64,0,100,,,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5e5f5a2a87be1a290ec99414,5c9cd2c4841ca3000189949b,RETURNED,2020-03-04 07:35:10.014000,,1333804.837799,45,51,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f5a7c4a803129d7792bcc,5ace650a436f550001004f87,RETURNED,2020-03-04 07:36:28.117000,,1333726.734881,27,358,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f5a8f49851328740472f5,5dde6acfcaee3edc541ad36b,APPROVED,2020-03-04 07:36:47.425000,2020-03-04 08:35:20.563000,3513.138,32,59,1,100,2020-03-19 10:02:56.686000,22D2E5F5,Italy,Italy,Unemployed (and job seeking),Italian,"English, Italian",Italy,Male,Yes
5e5f5acdac8ca528b5461fc3,59b94b6211212f0001cd118a,RETURNED,2020-03-04 07:47:49.293000,,1333045.588411,27,301,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f5b957593e92913c7c723,5bc2e0ec4f3bfd00012e97b5,RETURNED,2020-03-04 07:41:08.988000,,1333445.893492,34,330,10,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f5c97cf9c042907007be4,5cfe957e5995ce00010b837d,RETURNED,2020-03-04 07:45:30.626000,,1333184.255532,26,197,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f5cd82036112939794c79,5a22e6aabf56cc00017701ef,APPROVED,2020-03-04 07:47:28.307000,2020-03-04 08:32:44.804000,2716.497,45,192,1,100,2020-03-19 10:02:57.109000,22D2E5F5,United Kingdom,United Kingdom,Unemployed (and job seeking),English,English,United Kingdom,Male,No
5e5f5cf849851328740472ff,5b45113dcd6a5500018c5dd0,APPROVED,2020-03-04 07:47:04.126000,2020-03-04 09:12:17.869000,5113.743,27,206,0,100,2020-03-19 10:02:57.684000,22D2E5F5,Finland,Finland,Other,Finnish,"English, Finnish",Finland,Male,Yes
5e5f5ec078dda2285b26bacd,5bc4520f938eb2000129b643,RETURNED,2020-03-04 07:54:40.901000,,1332634.035232,36,101,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f5f5e965c852920fb1fea,5e07c976f6191f137214e91f,APPROVED,2020-03-04 08:00:37.262000,2020-03-04 09:32:38.574000,5521.312,46,57,0,100,2020-03-19 10:02:50.466000,22D2E5F5,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,No
5e5f5fac9ad3de28ed746d65,5d2790564ea8d100190b3e4e,APPROVED,2020-03-04 07:58:36.812000,2020-03-04 09:50:32.804000,6715.992,22,166,5,98,2020-03-19 10:02:46.876000,22D2E5F5,United Kingdom,United Kingdom,Unemployed (and job seeking),English,English,United Kingdom,Male,No
5e5f62edd196fd28e68f2d7a,5ceecd8f12495000011572be,RETURNED,2020-03-04 08:12:31.956000,,1331563.033994,50,181,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f63280ecec3285191caa9,5d8272d1ffc7c6001b113c3e,RETURNED,2020-03-04 08:13:28.511000,,1331506.47908,18,171,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f6337af84e828913564f4,57fde8979c39b3000179e347,RETURNED,2020-03-04 08:14:08.946000,,1331466.044129,54,540,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f63839dad8029e9cd8b87,5e3d309334bbeb107db57b93,APPROVED,2020-03-04 08:17:44.622000,2020-03-04 09:42:10.197000,5065.575,27,18,0,100,2020-03-19 10:02:45.844000,22D2E5F5,United Kingdom,United Kingdom,Part-Time,English,"English, French",United Kingdom,Female,No
5e5f6705d66c8529d602752e,598d90057d29e7000173008b,RETURNED,2020-03-04 08:29:57.566000,,1330517.448523,21,38,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e5f6706d196fd293af5f126,59922ece7d29e70001730450,APPROVED,2020-03-04 08:29:58.564000,2020-03-04 09:54:20.894000,5062.33,22,172,2,100,2020-03-19 10:02:44.258000,22D2E5F5,Poland,Poland,Full-Time,Polish,"English, Polish",Poland,Male,Yes
5e5f6706c35be929e9fcd5a2,5d847f56fbc5970001e8226e,TIMED-OUT,2020-03-04 08:29:58.862000,,1330516.190299,37,59,1,100,,,Poland,Poland,Full-Time,Polish,"English, Polish",Poland,Male,No
5e5f676e2c9bf6298dc25351,5dd6d7957beb2966ce4d9e82,APPROVED,2020-03-04 08:31:42.950000,2020-03-04 09:45:36.478000,4433.528,24,28,0,100,2020-03-19 10:02:40.241000,22D2E5F5,Portugal,Portugal,Unemployed (and job seeking),Portuguese,"English, Portuguese, Spanish",Portugal,Male,Yes
5e5f67ad0ecec329bbf6bd70,5d0bcf217a581100161860ae,APPROVED,2020-03-04 08:32:45.195000,2020-03-04 09:52:08.476000,4763.281,37,57,0,100,2020-03-19 10:02:39.649000,22D2E5F5,Poland,Poland,Part-Time,Polish,"Polish, English",Poland,Male,Yes
5e5f6cd50782a22a02361a6c,5c3ee593de04ad0001d91352,APPROVED,2020-03-04 08:54:48.170000,2020-03-04 10:12:44.131000,4675.961,43,83,2,99,2020-03-19 10:02:39.022000,22D2E5F5,Greece,Greece,Full-Time,Greek,"English, Greek",Greece,Male,No
5e5f78a69ad3de2a066f4b1d,5d3869444a0f0500198dc192,APPROVED,2020-03-04 09:45:10.131000,2020-03-04 10:42:14.736000,3424.605,29,194,2,100,2020-03-19 10:02:43.835000,22D2E5F5,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5e5f832999b03c2c019e8ef3,5d36e5a972282e0019605fa0,APPROVED,2020-03-04 10:30:01.777000,2020-03-04 11:49:09.838000,4748.061,27,134,3,99,2020-03-19 10:02:43.336000,22D2E5F5,Poland,Poland,Full-Time,Polish,"English, Polish, German",Poland,Male,Yes
5e73456582efd528726ca2a7,5d4a41890e604c00011ade8b,AWAITING REVIEW,2020-03-19 10:11:49.358000,2020-03-19 11:08:26.058000,3396.7,24,360,1,100,,228C6F99,United States,United States,Full-Time,English,English,United States,Male,No
5e73456658555528f6933380,5d8492ecb485f60018b006a6,AWAITING REVIEW,2020-03-19 10:13:01.751000,2020-03-19 11:29:43.033000,4601.282,30,83,1,100,,228C6F99,China,United Kingdom,Full-Time,Chinese,"English, Chinese",China,Female,No
5e73456990644829902eeb7e,5b740086960d2300015f8ee8,AWAITING REVIEW,2020-03-19 10:13:09.822000,2020-03-19 11:07:09.029000,3239.207,22,352,1,100,,228C6F99,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Male,No
5e734569b4769e000994d83b,5d974f5b0bc1550018bf4c66,RETURNED,2020-03-19 10:21:53.923000,,27801.354524,53,59,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e73456ac201b5000971ffe8,5e1c84a4c18437000d5ebf54,AWAITING REVIEW,2020-03-19 10:13:11.676000,2020-03-19 11:00:53.198000,2861.522,21,32,1,99,,228C6F99,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,Yes
5e73456c49bb4829bc1ff0be,5dfcc5cf7dd4779b542dc38d,TIMED-OUT,2020-03-19 10:11:56.948000,,28398.354627,27,28,0,100,,,Poland,Poland,Other,Polish,"Polish, German, English",Poland,Male,Yes
5e73456d2c71482887916d56,5d95c68ac9a1c50019225baf,AWAITING REVIEW,2020-03-19 10:11:57.018000,2020-03-19 11:57:03.439000,6306.421,29,40,0,100,,228C6F99,Greece,Greece,Full-Time,Greek,"English, Greek",Greece,Female,No
5e73456d4ce7090009630d00,5c4490dd4fe4f800016e6cd5,AWAITING REVIEW,2020-03-19 10:11:59.427000,2020-03-19 11:01:16.108000,2956.681,23,56,1,100,,228C6F99,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5e73456d4ba7b9000aa9f357,5dfa369fa1f36178b522d151,AWAITING REVIEW,2020-03-19 10:11:59.329000,2020-03-19 11:47:17.624000,5718.295,20,23,0,100,,228C6F99,Greece,Greece,Unemployed (and job seeking),Greek,"Greek, English",Greece,Male,Yes
5e73456d309b0e000c9b5ab5,5d19da03e47637001cf4fd40,AWAITING REVIEW,2020-03-19 10:11:57.539000,2020-03-19 11:23:33.247000,4295.708,29,31,0,100,,228C6F99,Italy,Italy,Other,Italian,English,Italy,Male,Yes
5e73466b75ade62973a65568,5dd6be845daaa664ee567655,RETURNED,2020-03-19 10:16:20.091000,,28135.33474,34,39,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e734e5472b7b729d3e9e04a,5cf9179b8c98dc0001d5a431,AWAITING REVIEW,2020-03-19 10:49:56.898000,2020-03-19 12:02:46.452000,4369.554,26,130,1,100,,228C6F99,Greece,Greece,Full-Time,Greek,"Greek, English",Greece,Male,Yes
5e73578de6054f000c64fd54,5c703ae661dd7e0001a15495,AWAITING REVIEW,2020-03-19 11:29:17.565000,2020-03-19 12:24:06.764000,3289.199,19,55,1,100,,228C6F99,Bosnia and Herzegovina,Germany,Unemployed (and job seeking),Croatian,English,Bosnia and Herzegovina,Male,Yes
5e73578d5b050e29cf0c1a7e,5b89c9494457e80001f23b86,AWAITING REVIEW,2020-03-19 11:29:55.282000,2020-03-19 12:15:24.335000,2729.053,29,117,1,100,,228C6F99,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5e73578ee9f4102af79e3371,5cdb3d64561ebb0019d9799b,RETURNED,2020-03-19 11:31:52.299000,,23603.202022,27,101,4,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e73578fe426fb01de1cfc38,5b7b22a5b5727c0001de1369,TIMED-OUT,2020-03-19 11:29:19.539000,,23755.962097,34,257,3,100,,,Portugal,Portugal,Full-Time,Portuguese,"English, French",Portugal,Female,No
5e73579077898300092d467b,5ceda8920afd6e0016a9ed7b,AWAITING REVIEW,2020-03-19 11:36:39.588000,2020-03-19 12:21:26.512000,2686.924,22,169,3,99,,228C6F99,United Kingdom,United Kingdom,Part-Time,English,"English, French, Hindi",United Kingdom,Male,Yes
5e73579295b6af000bd7dff5,5a57b9dfac5624000153be46,AWAITING REVIEW,2020-03-19 11:29:25.270000,2020-03-19 12:24:32.977000,3307.707,57,191,5,98,,228C6F99,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,Yes
5e7357936673ab2ad4f83fc0,5e2d57b2ce5e9a3542ef6890,AWAITING REVIEW,2020-03-19 11:29:23.446000,2020-03-19 12:12:43.490000,2600.044,39,116,1,100,,228C6F99,United States,United States,Full-Time,English,English,United States,Male,No
5e73579354a7b42ac73afff0,5bdd368719b9ba000157fb12,RETURNED,2020-03-19 11:29:27.393000,,23748.198215,28,72,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e735794c88a682ae1a4a295,5db29ce254945b003c8ef699,AWAITING REVIEW,2020-03-19 11:34:52.817000,2020-03-19 13:20:19.895000,6327.078,25,83,0,100,,228C6F99,United Kingdom,Belgium,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,"English, Dutch",United Kingdom,Female,No
5e735796a53b482ad14fe153,5c43b59489f63e000179e7cd,RETURNED,2020-03-19 11:29:26.002000,,23749.613662,34,88,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5e7357964130c60008d48bcc,5d23228194f96d00011ddba7,AWAITING REVIEW,2020-03-19 11:29:28.525000,2020-03-19 12:31:54.447000,3745.922,24,128,3,99,,228C6F99,United Kingdom,United Kingdom,Full-Time,English,French,United Kingdom,Female,No
5e735799afb3962b93acd32c,5cd168e9f651de0015a062d2,AWAITING REVIEW,2020-03-19 11:29:36.357000,2020-03-19 13:11:01.101000,6084.744,21,62,0,100,,228C6F99,Spain,Spain,Other,Galician,"English, Galician, Spanish",Spain,Female,Yes
